Fürstenwalde (Spree),8010120,4,Fürstenwalde (Spree)
Fürth (Bay) Hbf,8000114,2,Fürth
Garmisch-Partenkirchen,8002187,3,Garmisch-Partenkirchen
Gau Algesheim,8000375,4,Gau Algesheim
Gauting,8002198,4,Gauting
Geislingen (Steige),8002218,4,Geislingen (Steige)
Geithain,8010122,4,Geithain
Gelnhausen,8000117,4,Gelnhausen
Gelsenkirchen Hbf,8000118,2,Gelsenkirchen
Gelsenkirchen Hbf,8000118,2,Gelsenkirchen
Geltendorf,8000119,3,Geltendorf
Gemünden (Main),8000120,4,Gemünden (Main)
Gengenbach,8002235,4,Gengenbach
Genthin,8010123,4,Genthin
Georgensgmünd,8002237,4,Georgensgmünd
Gera Hbf,8010125,3,Gera
Germering-Unterpfaffenhofen,8006006,4,Germering
Gernlinden,8002247,4,Maisach
Gerolstein,8000123,4,Gerolstein
Gießen,8000124,2,Gießen
Gifhorn,8000185,4,Gifhorn
Gladbeck West,8000125,4,Gladbeck
Glauchau (Sachs),8010129,3,Glauchau 
Göppingen,8000127,3,Göppingen
Görlitz,8010131,3,Görlitz
Goslar,8000130,4,Goslar
Gößnitz,8010134,4,Gößnitz
Gotha,8010136,3,Gotha
Göttingen,8000128,2,Göttingen
Graben-Neudorf,8000131,3,Graben-Neudorf
Gräfelfing,8002339,4,Gräfelfing
Grafing Bahnhof,8002347,3,Grafing
Greifswald,8010139,4,Greifswald
Greifswalder Straße,8089011,4,Berlin
Greifswalder Straße,8089011,4,Berlin
Greven,8002369,3,Greven
Grevenbroich,8000133,4,Grevenbroich
Griebnitzsee,8011695,4,Potsdam
Gröbenzell,8002377,4,Gröbenzell
Gronsdorf,8002383,4,Haar
Groß Gerau-Dornberg,8002386,3,Groß Gerau-Dornberg
Groß Karben,8002388,4,Karben
Großkorbetha,8010146,4,Großkorbetha
Gruiten,8000138,4,Haan-Gruiten
Gruiten,8000138,4,Haan-Gruiten
Grunbach,8002448,4,Remshalden
Grünstadt,8000137,4,Grünstadt
Günzburg,8000139,3,Günzburg
Gunzenhausen,8000385,4,Gunzenhausen
Güstrow,8010153,3,Güstrow
Gütersloh Hbf,8002461,3,Gütersloh
Haar,8002491,4,Haar b. München
Hackescher Markt,8089017,4,Berlin
Hagen Hbf,8000142,2,Hagen
Halberstadt,8010157,3,Halberstadt
Halle (Saale) Hbf,8010159,2,Halle 
Halle-Neustadt,8010160,4,Halle
Halstenbek (S-Bahn),8002545,4,Halstenbek
Haltern (Westf),8000145,4,Haltern am See
Haltern am See,8000145,4,Haltern am See
Hamburg Airport (Flughafen),8002547,4,Hamburg
Hamburg Dammtor,8002548,2,Hamburg
Hamburg Dammtor,8002548,2,Hamburg
Hamburg Hbf,8002549,1,Hamburg
Hamburg Hbf,8002549,1,Hamburg
Hamburg-Altona,8002553,1,Hamburg
Hamburg-Altona,8002553,1,Hamburg
Hamburg-Bergedorf,8002554,3,Hamburg
Hamburg-Bergedorf,8002554,3,Hamburg
Hamburg-Harburg,8000147,2,Hamburg
Hamburg-Harburg,8000147,2,Hamburg
Hamburg-Neugraben,8002557,3,Hamburg
Hamburg-Neugraben,8002557,3,Hamburg
Hamburg-Rahlstedt,8002558,4,Hamburg
Hamburg-Tonndorf,8006197,4,Hamburg
Hamburg-Wandsbek,8002560,4,Hamburg-Marienthal
Hameln,8000148,3,Hameln
Hamm (Westf),8000149,2,Hamm 
Hammerbrook (S-Bahn),8004266,4,Hamburg
Hanau Hbf,8000150,2,Hanau
Hanau Hbf,8000150,2,Hanau
Hanau Hbf,8000150,2,Hanau
Hannover–Ledeburg,8079097,4,Hannover
Hannover–Ledeburg,8079097,4,Hannover
Hannover–Vinnhorst,8006089,4,Hannover
Hannover Bismarckstraße,8002580,4,Hannover
Hannover Hbf,8000152,1,Hannover
Hannover Karl-Wiechert-Allee,8070086,4,Hannover
Hannover-Flughafen,8002589,4,Langenhagen
Hannover-Linden,8002586,4,Hannover
Hannover-Messe / Laatzen,8003487,4,Laatzen
Hannover-Messe / Laatzen,8003487,4,Laatzen
Hannover-Messe / Laatzen,8003487,4,Laatzen
Hannover-Nordstadt,8079095,4,Hannover
Harburg Rathaus (S-Bahn),8004267,3,Hamburg
Hasselbrook (S-Bahn),8002628,4,Hamburg
Hasselbrook (S-Bahn),8002628,4,Hamburg
Haßloch (Pfalz),8002632,4,Haßloch
Haste (Han),8002634,4,Haste
Hausach,8000333,4,Hausach
Heide (Holst),8000155,3,Heide
Heidelberg Hbf,8000156,2,Heidelberg
Heidelberg Karlstor,8002685,4,Heidelberg
Heidelberg-Altstadt,8002685,4,Heidelberg
Heidelberg-Kirchheim/Rohrbach,8002686,4,Heidelberg-Kirchheim
Heidelberg-Pfaffengrund/Wieblingen,8002687,4,Heidelberg-Wieblingen
Heidelberg-Pfaffengrund/Wieblingen,8002687,4,Heidelberg-Wieblingen
Heidelberger Platz,8089112,4,Berlin
Heidenau,8010163,4,Heidenau
Heidenheim,8002689,4,Heidenheim
Heilbad Heiligenstadt,8011849,4,Heilbad Heiligenstadt 
Heilbronn Hbf,8000157,2,Heilbronn
Heilbronn Hbf,8000157,2,Heilbronn
Heilbronn Hbf,8000157,2,Heilbronn
Heiligensee,8089025,4,Berlin
Heimfeld (S-Bahn),8006749,4,Hamburg
Helmstedt,8000159,4,Helmstedt
Hennef (Sieg),8002753,4,Hennef (Sieg)
Hennigsdorf (b Berlin),8013483,3,Hennigsdorf
Herborn (Dillkr),8000161,4,Herborn
Herford,8000162,2,Herford
Hermannstraße,8089105,4,Berlin
Herne,8000164,3,Herne
Herrenberg,8002785,3,Herrenberg
Hersbruck (rechts Pegnitz),8002794,4,Hersbruck
Herzogenrath,8002806,3,Herzogenrath
Herzogenrath,8002806,3,Herzogenrath
Hilden,8000388,4,Hilden 
Hildesheim Hbf,8000169,2,Hildesheim
Hirschhorn (Neckar),8002857,4,Hirschhorn (Neckar)
Hochkamp (S-Bahn),8002873,4,Hamburg
Hochspeyer,8002875,4,Hochspeyer
Hockenheim,8002883,4,Hockenheim
Hof Hbf,8002924,3,Hof
Hofgeismar,8002933,4,Hofgeismar
Hofheim (Taunus),8002935,4,Hofheim (Taunus)
Hoheneichen (S-Bahn),8002946,4,Hamburg
Hoheneichen (S-Bahn),8002946,4,Hamburg
Hohenzollerndamm,8089108,4,Berlin
Holstenstraße (S-Bahn),8002550,4,Hamburg
Holzkirchen,8002980,3,Holzkirchen
Holzminden,8000391,4,Holzminden
Homburg (Saar) Hbf,8000176,3,Homburg (Saar)
Hoppegarten (Mark),8080750,4,Hoppegarten
Horb,8000177,3,Horb
Horrem,8000178,3,Kerpen
Horrem,8000178,3,Kerpen
Hückelhoven-Baal,8000677,4,Hückelhoven-Baal
Hude,8000522,4,Hude
Humboldthain,8089018,4,Berlin
