Bf-Nr;Bahnhof;DS 100;Aufgaben­träger;Bahnhofs­kategorie 2015;Bahnhofs­kategorie 2005;Bundes­land;Regional­bereich;Stations­preis 2015 [€];Stations­preis 2005 [€];Veränderung 2005–2015 [%]
5437;Ruppertsgrün;DRUG;ZVV;6;6;Sachsen;Südost;4,03;2,37;41,19
5438;Rupprechtstegen;NRST;BEG;6;6;Bayern;Süd;3,34;2,01;39,82
5439;Rüsselbach;NRLB;BEG;7;6;Bayern;Süd;2,41;2,01;16,6
5440;Rüsselsheim;FRUE;RMV;3;4;Hessen;Mitte;4,66;1,85;60,3
5441;Rüsselsheim Opelwerk;FRUO;RMV;4;4;Hessen;Mitte;3,2;1,85;42,19
5443;Rutesheim;TRUT;VRStutt;5;5;Baden-Württemberg;Südwest;2,5;2,31;7,6
5444;Ruthenbeck;WRU;VMV;7;6;Mecklenburg-Vorpommern;Ost;3,85;2,72;29,35
5447;Saal (Donau);NSL;BEG;6;6;Bayern;Süd;3,34;2,01;39,82
5450;Saalfeld (Saale);US;NVS;3;3;Thüringen;Südost;15,21;17,25;–13,41
5451;Saarbrücken Hbf;SSH;VGS;2;2;Saarland;Mitte;43,12;26,17;39,31
5452;Saarbrücken Messebahnhof;SSM;VGS;2;6;Saarland;Mitte;43,12;1,25;97,1
5453;Saarbrücken Ost;SSO;VGS;5;5;Saarland;Mitte;1,66;1,46;12,05
5454;Saarbrücken-Burbach;SSB;VGS;6;6;Saarland;Mitte;1,83;1,25;31,69
5456;Saarburg (Bz Trier);SSAB;ZVRP Nord;4;5;Rheinland-Pfalz;Mitte;5,26;1,73;67,11
5457;Saarhölzbach;SSLB;VGS;5;6;Saarland;Mitte;1,66;1,25;24,7
5458;Saarlouis Hbf;SSLS;VGS;3;3;Saarland;Mitte;3,22;6,86;–113,04
5459;Saarmund;BSAM;VBB;6;6;Brandenburg;Ost;4,66;3,44;26,18
5460;Saasen;FSAA;RMV;7;6;Hessen;Mitte;2,27;2,32;–2,2
5464;Sachsen (b Ansbach);NSA;BEG;6;5;Bayern;Süd;3,34;2,32;30,54
5465;Sachsendorf (b Calbe);LSAD;NASA;6;6;Sachsen-Anhalt;Südost;4,07;1,97;51,6
5466;Sachsenhausen (Nordb);BSAH;VBB;6;6;Brandenburg;Ost;4,66;3,44;26,18
5468;Sachsenheim;TSA;NVBW;5;5;Baden-Württemberg;Südwest;3,49;2,31;33,81
5469;Sagard;WSAG;VMV;7;6;Mecklenburg-Vorpommern;Ost;3,85;2,72;29,35
5470;Sagehorn;ASAG;LNVG;6;6;Niedersachsen;Nord;4,62;2,61;43,51
5471;Salach;TSAL;NVBW;6;6;Baden-Württemberg;Südwest;2,93;2,03;30,72
5472;Salem;RSLM;NVBW;6;6;Baden-Württemberg;Südwest;2,93;2,03;30,72
5473;Sallach;MSAL;BEG;7;6;Bayern;Süd;2,41;2,01;16,6
1293;Salmtal;SSMT;ZVRP Nord;6;6;Rheinland-Pfalz;Mitte;2,2;1,47;33,18
5476;Salzbergen;HSAL;LNVG;4;5;Niedersachsen;Nord;5,93;2,75;53,63
5478;Salzgitter Bad;HSB;ZGB;6;6;Niedersachsen;Nord;5,12;2,61;49,02
5479;Salzgitter-Immendorf;HSI;ZGB;6;6;Niedersachsen;Nord;5,12;2,61;49,02
5480;Salzgitter-Lebenstedt;HSL;ZGB;6;6;Niedersachsen;Nord;5,12;2,61;49,02
5481;Salzgitter-Ringelheim;HSRI;ZGB;5;5;Niedersachsen;Nord;3,59;2,75;23,4
5482;Salzgitter-Thiede;HST;ZGB;6;6;Niedersachsen;Nord;5,12;2,61;49,02
5483;Salzgitter-Watenstedt;HSW;ZGB;7;6;Niedersachsen;Nord;2,68;2,61;2,61
5484;Salzkotten;ESZK;NWL;5;5;Nordrhein-Westfalen;West;4,04;2,83;29,95
5487;Salzwedel;LSW;NASA;4;5;Sachsen-Anhalt;Südost;4,99;4,03;19,24
5490;Samtens;WSAM;VMV;6;6;Mecklenburg-Vorpommern;Ost;5,24;2,72;48,09
5491;Sand (Niederbay);NSND;BEG;7;6;Bayern;Süd;2,41;2,01;16,6
5495;Sande;HSAN;LNVG;5;5;Niedersachsen;Nord;4,97;2,75;44,67
5496;Sandebeck;ESDB;NWL;7;6;Nordrhein-Westfalen;West;3,42;2,79;18,42
5497;Sanderbusch;HSAB;LNVG;7;6;Niedersachsen;Nord;2,98;2,61;12,42
5499;Sandersleben (Anh);LSL;NASA;4;5;Sachsen-Anhalt;Südost;4,99;4,03;19,24
5500;Sandförde;WSAF;VMV;6;6;Mecklenburg-Vorpommern;Ost;5,24;2,72;48,09
5501;Sandhagen (b Bad Doberan);WSAN;VMV;7;6;Mecklenburg-Vorpommern;Ost;3,85;2,72;29,35
5502;Sandkrug;HSAK;LNVG;6;6;Niedersachsen;Nord;4,62;2,61;43,51
5504;Sandwehle;ASDW;LVS;7;6;Schleswig-Holstein;Nord;2,26;2,56;–13,27
5505;Sangerhausen;USG;NASA;4;5;Sachsen-Anhalt;Südost;4,99;4,03;19,24
5506;Sanitz (b Rostock);WSTZ;VMV;6;6;Mecklenburg-Vorpommern;Ost;5,24;2,72;48,09
5507;Sanssouci;ESCI;NWL;7;6;Nordrhein-Westfalen;West;3,42;2,79;18,42
5509;Sarnow;WSAW;NWL;7;6;Brandenburg;Ost;3,42;3,44;–0,58
5510;Sarstedt;HSRD;LNVG;5;5;Niedersachsen;Nord;4,97;2,75;44,67
5511;Sassenroth;ESAS;ZVRP Nord;7;6;Rheinland-Pfalz;Mitte;1,74;1,47;15,52
5513;Sassnitz;WSZ;VMV;6;5;Mecklenburg-Vorpommern;Ost;5,24;9,03;–72,33
5516;Sättelstädt;USAE;NVS;6;6;Thüringen;Südost;4,2;1,78;57,62
5518;Satzvey;KSA;NVR;6;6;Nordrhein-Westfalen;West;4,3;2,79;35,12
5519;Sauerlach;MSR;BEG;5;5;Bayern;Süd;3,17;2,32;26,81
5521;Saulgrub;MSGB;BEG;7;6;Bayern;Süd;2,41;2,01;16,6
5522;Saulheim;FSLH;ZPNV Süd;6;5;Rheinland-Pfalz;Mitte;2,08;1,73;16,83
5523;Savignyplatz;BSAP;VBB Berlin;4;4;Berlin;Ost;2,25;1,96;12,89
5529;Schafbrücke;SSU;VGS;6;6;Saarland;Mitte;1,83;1,25;31,69
5531;Schafstädt;LSST;NASA;7;6;Sachsen-Anhalt;Südost;2,9;1,97;32,07
5532;Schaftlach;MSFL;BEG;5;6;Bayern;Süd;3,17;2,01;36,59
7200;Schaidt (Pf);RSAI;ZPNV Süd;7;6;Rheinland-Pfalz;Mitte;1,76;1,47;16,48
5536;Schalkau;USCK;NVS;7;6;Thüringen;Südost;3,34;1,78;46,71
8054;Schalkau-Mitte;USKM;NVS;7;6;Thüringen;Südost;3,34;1,78;46,71
5537;Schalksmühle;ESMU;NWL;6;6;Nordrhein-Westfalen;West;4,1;2,79;31,95
5538;Schallstadt;RSAL;NVBW;5;5;Baden-Württemberg;Südwest;3,49;2,31;33,81
5540;Schandelah;HSDL;ZGB;6;6;Niedersachsen;Nord;5,12;2,61;49,02
5541;Scharbeutz;ASAZ;LVS;5;5;Schleswig-Holstein;Nord;4,66;4,06;12,88
5545;Scharmede;ESMD;NWL;6;5;Nordrhein-Westfalen;West;4,1;2,83;30,98
5547;Scharstorf;WST;VMV;7;6;Mecklenburg-Vorpommern;Ost;3,85;2,72;29,35
5549;Scharzfeld;HSC;VMV;7;6;Niedersachsen;Nord;3,85;2,61;32,21
5552;Scheeßel;ASL;LNVG;5;6;Niedersachsen;Nord;4,97;2,61;47,48
5554;Scheidt (Saar);SSD;VGS;5;5;Saarland;Mitte;1,66;1,46;12,05
5556;Schelklingen;TSK;NVBW;6;5;Baden-Württemberg;Südwest;2,93;2,31;21,16
5557;Schemmerberg;TSX;NVBW;6;6;Baden-Württemberg;Südwest;2,93;2,03;30,72
5558;Schenkenzell;RSZL;NVBW;6;6;Baden-Württemberg;Südwest;2,93;2,03;30,72
7436;Scheppach;;NVBW;6;;Baden-Württemberg;;2,93;;
5559;Scherfede;HSCD;NWL;6;6;Nordrhein-Westfalen;West;4,1;2,79;31,95
5561;Scheuerfeld (Sieg);ESCF;ZVRP Nord;5;5;Rheinland-Pfalz;Mitte;2,57;1,73;32,68
5562;Scheven;KSEV;NVR;6;6;Nordrhein-Westfalen;West;4,3;2,79;35,12
5563;Schichauweg;BSC;VBB Berlin;5;4;Berlin;Ost;2,04;1,96;3,92
5564;Schieder;HSCI;NWL;6;6;Nordrhein-Westfalen;West;4,1;2,79;31,95
5565;Schierbrok;HSCB;LNVG;6;6;Niedersachsen;Nord;4,62;2,61;43,51
5566;Schierstedt;LSIS;NASA;7;6;Sachsen-Anhalt;Südost;2,9;1,97;32,07
5567;Schifferstadt;RSD;ZPNV Süd;3;4;Rheinland-Pfalz;Mitte;4,33;1,31;69,75
5568;Schifferstadt Süd;RSDS;ZPNV Süd;5;5;Rheinland-Pfalz;Mitte;3,17;1,73;45,43
5569;Schiffweiler;SSWL;VGS;6;6;Saarland;Mitte;1,83;1,2;34,43
5570;Schiltach;RSCL;NVBW;6;6;Baden-Württemberg;Südwest;2,93;2;31,74
5571;Schiltach Mitte;RSCM;NVBW;7;6;Baden-Württemberg;Südwest;2,33;2;14,16
5572;Schirgiswalde-Kirschau;DSWK;ZVON;6;6;Sachsen;Südost;3,99;2,3;42,36
5573;Schirnding;NSG;BEG;6;6;Bayern;Süd;3,34;2;40,12
5574;Schkeuditz;LSD;ZVNL;5;5;Sachsen;Südost;4,43;3,8;14,22
8095;Schkeuditz West;LSDW;ZVNL;6;5;Sachsen;Südost;2,57;3,8;–47,86
5576;Schkopau;LSP;NASA;5;6;Sachsen-Anhalt;Südost;4,16;1,9;54,33
5579;Schladen (Harz);HSCL;ZGB;6;6;Niedersachsen;Nord;5,12;2,6;49,22
5580;Schladern (Sieg);KSLA;NVR;5;5;Nordrhein-Westfalen;West;3,54;2,8;20,9
5583;Schleife;BSFE;ZVON;6;6;Sachsen;Südost;3,99;2,3;42,36
5585;Schleiz;DSZ;ZVON;6;6;Thüringen;Südost;3,99;1,7;57,39
5586;Schleiz West;DSZW;ZVON;6;6;Thüringen;Südost;3,99;1,7;57,39
5588;Schleswig;ASW;LVS;5;3;Schleswig-Holstein;Nord;4,66;8,1;–73,82
5594;Schliengen;RSG;NVBW;6;5;Baden-Württemberg;Südwest;2,93;2,3;21,5
5595;Schlierbach (Kr Schwalm-Eder);FSBA;NVV;6;6;Hessen;Mitte;3,96;2,3;41,92
5597;Schliersee;MSCS;BEG;6;6;Bayern;Süd;3,34;2;40,12
5598;Schloß Holte;ESHO;NWL;6;6;Nordrhein-Westfalen;West;4,1;2,7;34,15
5600;Schluchsee;RSLU;NVBW;6;6;Baden-Württemberg;Südwest;2,93;2;31,74
5601;Schlüchtern;FSUE;RMV;4;5;Hessen;Mitte;3,2;2,3;28,13
5603;Schmalkalden;USM;NVS;6;6;Thüringen;Südost;4,2;1,7;59,52
5605;Schmalkalden Fachhochschule;USMS;NVS;6;6;Thüringen;Südost;4,2;1,7;59,52
5606;Schmalnau;FSMU;RMV;7;6;Hessen;Mitte;2,27;2,3;–1,32
5607;Schmidtheim;KSMI;NVR;6;6;Nordrhein-Westfalen;West;4,3;2,7;37,21
5608;Schmiechen;TSHM;NVBW;6;6;Baden-Württemberg;Südwest;2,93;2;31,74
5609;Schmiechen (Oberbay);MSCN;BEG;7;6;Bayern;Süd;2,41;2;17,01
5609;Schmiechen (Schwab);;BEG;7;;Bayern;;2,41;;
5614;Schmilka-Hirschmühle;DSMI;VVO;6;5;Sachsen;Südost;2,9;3,8;–31,03
5617;Schmölln (Oberlausitz);DSML;ZVON;6;6;Sachsen;Südost;3,99;2,3;42,36
5618;Schmölln (Thür);DSM;NVS;6;6;Thüringen;Südost;4,2;1,7;59,52
5622;Schnabelwaid;NSAW;BEG;6;6;Bayern;Süd;3,34;2;40,12
5623;Schnaittach Markt;NSMA;BEG;6;6;Bayern;Süd;3,34;2;40,12
5625;Schneeberg (b Amorbach);NSCB;BEG;6;6;Bayern;Süd;3,34;2;40,12
5626;Schneeberg (Mark);BSB;VBB;7;6;Brandenburg;Ost;3,02;3,4;–12,58
8010;Schnega;HSCG;LNVG;6;6;Niedersachsen;Nord;4,62;2,6;43,72
5628;Schnelldorf;NSNE;BEG;6;6;Bayern;Süd;3,34;2;40,12
5629;Schneverdingen;ASDN;LNVG;6;6;Niedersachsen;Nord;4,62;2,6;43,72
5630;Schney;NSY;BEG;6;6;Bayern;Süd;3,34;2;40,12
5631;Schoden-Ockfen;SSOF;ZVRP Nord;6;6;Rheinland-Pfalz;Mitte;2,2;1,4;36,36
5632;Schöllenbach-Hesselbach;FSCH;RMV;6;6;Hessen;Mitte;3,13;2,32;25,88
5634;Schöllnitz;BSNZ;VBB;6;6;Brandenburg;Ost;4,66;3,44;26,18
5635;Schöna;DSN;VVO;6;5;Sachsen;Südost;2,9;3,81;–31,38
5636;Schönau (Hörsel);USU;NVS;6;6;Thüringen;Südost;4,2;1,78;57,62
5639;Schönberg (Meckl);WSBG;VMV;6;6;Mecklenburg-Vorpommern;Ost;5,24;2,72;48,09
5640;Schönberg (Vogtl);DSB;ZVV;6;6;Sachsen;Südost;4,03;2,37;41,19
5641;Schönborn (b Doberlug);BSBD;VBB;6;6;Brandenburg;Ost;4,66;3,44;26,18
5644;Schondorf (Bay);MSDF;BEG;6;6;Bayern;Süd;3,34;2,01;39,82
5645;Schönebeck (Elbe);LSB;NASA;3;3;Sachsen-Anhalt;Südost;7,66;15,92;–107,83
5646;Schönebeck (Elbe) Süd;LSBS;NASA;6;6;Sachsen-Anhalt;Südost;4,07;1,97;51,6
5649;Schönebeck-Bad Salzelmen;;NASA;6;;Sachsen-Anhalt;;4,07;;
5647;Schönebeck-Felgeleben;LSBF;NASA;6;6;Sachsen-Anhalt;Südost;4,07;1,97;51,6
5648;Schönebeck-Frohse;LSBO;NASA;6;5;Sachsen-Anhalt;Südost;4,07;4,03;0,98
5649;Schönebeck-Salzelmen;LSBE;NASA;6;6;Sachsen-Anhalt;Südost;4,07;1,97;51,6
558;Schöneberg;BSGRV;VBB Berlin;4;4;Berlin;Ost;2,25;1,96;12,89
558;Schöneberg;BSGRR;VBB Berlin;4;4;Berlin;Ost;2,25;1,96;12,89
558;Schöneberg;BSGR;VBB Berlin;4;4;Berlin;Ost;2,25;1,96;12,89
5651;Schöneck (Vogtl);DSCK;ZVV;6;6;Sachsen;Südost;4,03;2,37;41,19
8017;Schöneck (Vogtl) Ferienpark;DSCF;ZVV;7;6;Sachsen;Südost;4,87;2,37;51,33
955;Schöneck-Büdesheim;FBHM;RMV;6;6;Hessen;Mitte;3,13;2,32;25,88
3178;Schöneck-Kilianstädten;FKIL;RMV;6;6;Hessen;Mitte;3,13;2,32;25,88
4633;Schöneck-Oberdorfelden;FOBD;RMV;6;6;Hessen;Mitte;3,13;2,32;25,88
5656;Schönewörde;HSWO;ZGB;7;6;Niedersachsen;Nord;2,68;2,61;2,61
5659;Schönfließ;BSFL;VBB;6;4;Brandenburg;Ost;4,66;2,74;41,2
5660;Schönfließ Dorf;;VBB;6;;Brandenburg;;4,66;;
5661;Schongau;MSGU;BEG;5;6;Bayern;Süd;3,17;2,01;36,59
5662;Schöngeising;MSNG;BEG;5;5;Bayern;Süd;3,17;2,32;26,81
5663;Schönhausen (Elbe);LSH;NASA;7;6;Sachsen-Anhalt;Südost;2,9;1,97;32,07
5665;Schönhauser Allee;BSAL;VBB Berlin;4;4;Berlin;Ost;2,25;1,96;12,89
5668;Schöningen;HSGN;VBB Berlin;4;6;Niedersachsen;Nord;2,25;2,61;–16
5670;Schönow (Kr Uckermark);WSCN;VBB;7;6;Brandenburg;Ost;3,02;3,44;–13,91
5671;Schönstedt;USCS;NVS;6;6;Thüringen;Südost;4,2;1,78;57,62
5672;Schonungen;;BEG;6;;Bayern;;3,34;;
5673;Schönwald (Oberfr);NSOE;BEG;7;6;Bayern;Süd;2,41;2,01;16,6
5675;Schönwalde (Spreewald);BSCH;VBB;6;6;Brandenburg;Ost;4,66;3,44;26,18
5677;Schopfheim;RSCH;NVBW;4;5;Baden-Württemberg;Südwest;4,62;2,31;50
8046;Schopfheim West;;NVBW;6;;Baden-Württemberg;;2,93;;
5678;Schopfloch (b Freudenstadt);TSPF;NVBW;6;6;Baden-Württemberg;Südwest;2,93;2,03;30,72
5680;Schopp;SSCP;ZPNV Süd;6;6;Rheinland-Pfalz;Mitte;2,08;1,47;29,33
5681;Schöppenstedt;HSPP;ZGB;6;6;Niedersachsen;Nord;5,12;2,61;49,02
5682;Schorndorf;TSF;NVBW;3;3;Baden-Württemberg;Südwest;6,43;6,87;–6,84
2646;Schortens-Heidmühle (Oldb);HHDM;LNVG;6;6;Niedersachsen;Nord;4,62;2,61;43,51
5684;Schötmar;ESHM;NWL;6;6;Nordrhein-Westfalen;West;4,1;2,79;31,95
5686;Schrezheim;TSCH;NVBW;7;6;Baden-Württemberg;Südwest;2,33;2,03;12,88
5687;Schrobenhausen;MSHN;BEG;6;6;Bayern;Süd;3,34;2,01;39,82
5689;Schrozberg;TSZG;BEG;6;6;Baden-Württemberg;Südwest;3,34;2,03;39,22
7282;Schülldorf;;LVS;7;;Schleswig-Holstein;;2,26;;
7734;Schulzendorf (b Tegel);BSZF;VBB Berlin;5;4;Berlin;Ost;2,04;1,96;3,92
5692;Schüptitz;USP;NVS;7;6;Thüringen;Südost;3,34;1,78;46,71
5693;Schüttorf;HSTT;LNVG;6;6;Niedersachsen;Nord;4,62;2,61;43,51
5695;Schwaan;WSN;VMV;5;5;Mecklenburg-Vorpommern;Ost;5,08;9,03;–77,76
5696;Schwabach;NSC;BEG;3;4;Bayern;Süd;5,81;1,44;75,22
5697;Schwabach-Limbach;NSCL;BEG;5;5;Bayern;Süd;3,17;2,32;26,81
5698;Schwabhausen (b Dachau);MSHH;BEG;6;6;Bayern;Süd;3,34;2,01;39,82
5699;Schwäbisch Gmünd;TSG;NVBW;4;3;Baden-Württemberg;Südwest;4,62;6,87;–48,7
5700;Schwäbisch Hall;TSHL;NVBW;6;6;Baden-Württemberg;Südwest;2,93;2,03;30,72
5701;Schwäbisch Hall-Hessental;TSHT;NVBW;4;5;Baden-Württemberg;Südwest;4,62;2,31;50
5702;Schwabmünchen;MSMN;BEG;5;5;Bayern;Süd;3,17;2,32;26,81
5703;Schwabsberg;TSWA;NVBW;7;6;Baden-Württemberg;Südwest;2,33;2,03;12,88
5704;Schwaig;NSAI;BEG;6;5;Bayern;Süd;3,34;2,32;30,54
5707;Schwaikheim;TSWK;VRStutt;5;5;Baden-Württemberg;Südwest;2,5;2,31;7,6
5708;Schwalbach a Ts (Limes);FSTS;RMV;5;5;Hessen;Mitte;2,83;2,37;16,25
8197;Schwalbach Nord;;RMV;6;;Hessen;;3,13;;
5709;Schwallungen;USWL;NVS;6;6;Thüringen;Südost;4,2;1,78;57,62
6740;Schwalmstadt-Wiera;FWRA;NVV;6;6;Hessen;Mitte;3,96;2,32;41,41
5710;Schwandorf;NSCH;BEG;4;3;Bayern;Süd;3,97;8,54;–115,11
5714;Schwanheide;WSAH;VMV;6;6;Mecklenburg-Vorpommern;Ost;5,24;2,72;48,09
5715;Schwante;BSHEG;VBB;7;6;Brandenburg;Ost;3,02;3,44;–13,91
5715;Schwante;BSHE;VBB;7;6;Brandenburg;Ost;3,02;3,44;–13,91
5716;Schwarmstedt;HSWS;LNVG;6;6;Niedersachsen;Nord;4,62;2,61;43,51
5723;Schwarzenbach (b Pressath);NSW;BEG;7;6;Bayern;Süd;2,41;2,01;16,6
5724;Schwarzenbach (Saale);NSBS;BEG;6;6;Bayern;Süd;3,34;2,01;39,82
5726;Schwarzenbek;ASWA;LVS;5;5;Schleswig-Holstein;Nord;4,66;4,06;12,88
5731;Schwarzenfeld (Oberpf);NSDO;BEG;5;6;Bayern;Süd;3,17;2,01;36,59
5733;Schwarzheide Ost;BSRO;VBB;6;6;Brandenburg;Ost;4,66;3,44;26,18
5735;Schwarzkollm;BSKL;VVO;6;6;Sachsen;Südost;2,9;2,37;18,28
5736;Schwedt (Oder);WSC;VBB;6;6;Brandenburg;Ost;4,66;3,44;26,18
7740;Schwedt (Oder) Mitte;WSCW;VBB;6;6;Brandenburg;Ost;4,66;3,44;26,18
7740;Schwedt (Oder) Mitte;WSCT;VBB;6;6;Brandenburg;Ost;4,66;3,44;26,18
5739;Schweich DB;SSWE;ZVRP Nord;5;6;Rheinland-Pfalz;Mitte;2,57;1,47;42,8
7854;Schweighofen;RSHF;ZPNV Süd;7;6;Rheinland-Pfalz;Mitte;1,76;1,47;16,48
5741;Schweikershain;DSKH;VMS;6;6;Sachsen;Südost;4,26;2,37;44,37
5742;Schweinfurt Hbf;NS;BEG;3;3;Bayern;Süd;5,81;8,54;–46,99
5743;Schweinfurt Stadt;NSST;BEG;5;5;Bayern;Süd;3,17;2,32;26,81
4926;Schweinfurt-Mitte;;BEG;6;;Bayern;;3,34;;
5745;Schweinsburg-Culten;DSU;VMS;6;6;Sachsen;Südost;4,26;2,37;44,37
5746;Schweinsdorf;NSWF;BEG;7;6;Bayern;Süd;2,41;2,01;16,6
5749;Schwelm;KSWE;VRR;3;3;Nordrhein-Westfalen;West;4,2;5,81;–38,33
5750;Schwelm West;KSWW;VRR;6;5;Nordrhein-Westfalen;West;3,61;2,83;21,61
5751;Schwenningen (Bay);MSWN;BEG;7;6;Bayern;Süd;2,41;2,01;16,6
5752;Schwenningen (Neckar);RSCV;NVBW;6;6;Baden-Württemberg;Südwest;2,93;2,03;30,72
5753;Schwenzin;WSWN;NVBW;6;6;Mecklenburg-Vorpommern;Ost;2,93;2,72;7,17
5758;Schwerin Görries;WSGR;VMV;6;5;Mecklenburg-Vorpommern;Ost;5,24;9,03;–72,33
5755;Schwerin Hbf;WS;VMV;3;2;Mecklenburg-Vorpommern;Ost;29,78;27,98;6,04
5025;Schwerin Mitte;WSMI;VMV;5;5;Mecklenburg-Vorpommern;Ost;5,08;9,03;–77,76
5756;Schwerin Süd;WSS;VMV;6;5;Mecklenburg-Vorpommern;Ost;5,24;9,03;–72,33
5760;Schwerin-Lankow;WSL;VMV;7;6;Mecklenburg-Vorpommern;Ost;3,85;2,72;29,35
5761;Schwerin-Margaretenhof;WSMH;VMV;7;6;Mecklenburg-Vorpommern;Ost;3,85;2,72;29,35
5759;Schwerin-Warnitz;WSWZ;VMV;7;6;Mecklenburg-Vorpommern;Ost;3,85;2,72;29,35
6961;Schwerin-Wüstmark;;VMV;7;;Mecklenburg-Vorpommern;;3,85;;
5763;Schwerte (Ruhr);ESRT;NWL;4;4;Nordrhein-Westfalen;West;5,35;1,89;64,67
5766;Schwetzingen;RSZ;NVBW;4;5;Baden-Württemberg;Südwest;4,62;2,31;50
5768;Schwindegg;MSDG;BEG;5;5;Bayern;Süd;3,17;2,32;26,81
5770;Schwörstadt;RSST;NVBW;6;6;Baden-Württemberg;Südwest;2,93;2,03;30,72
5771;Sebnitz (Sachs);DSEB;VVO;6;6;Sachsen;Südost;2,9;2,37;18,28
5772;Sechshelden;FSN;RMV;6;6;Hessen;Mitte;3,13;2,32;25,88
5773;Sechtem;KSEC;NVR;4;5;Nordrhein-Westfalen;West;3,73;2,83;24,13
5774;Seckach;RSE;NVBW;4;5;Baden-Württemberg;Südwest;4,62;2,31;50
5775;Seddin;BSE M;VBB;5;5;Brandenburg;Ost;4,08;6,95;–70,34
5775;Seddin;BSE;VBB;5;5;Brandenburg;Ost;4,08;6,95;–70,34
5776;Sedlitz Ost;BSEO;VBB;6;5;Brandenburg;Ost;4,66;6,95;–49,14
5777;Seebach (Kr Mühlhausen);USE;NVS;7;6;Thüringen;Südost;3,34;1,78;46,71
5781;Seebergen;USB;NVS;6;6;Thüringen;Südost;4,2;1,78;57,62
5782;Seebrugg;RSEE;NVBW;6;5;Baden-Württemberg;Südwest;2,93;2,31;21,16
5783;Seefeld (Mark);BSEE;VBB;6;6;Brandenburg;Ost;4,66;3,44;26,18
5784;Seefeld-Hechendorf;MSH;BEG;5;5;Bayern;Süd;3,17;2,32;26,81
5785;Seeg;MSEG;BEG;6;6;Bayern;Süd;3,34;2,01;39,82
7743;Seegefeld;BSFD;VBB;5;5;Brandenburg;Ost;4,08;6,95;–70,34
5786;Seehausen (Altm);LSNA;NASA;6;6;Sachsen-Anhalt;Südost;4,07;1,97;51,6
5788;Seehausen (Uckermark);WSEE;VBB;6;6;Brandenburg;Ost;4,66;3,44;26,18
5789;Seeleiten-Berggeist;MSEB;BEG;7;6;Bayern;Süd;2,41;2,01;16,6
5793;Seelow (Mark);BSLO;VBB;6;6;Brandenburg;Ost;4,66;3,44;26,18
2427;Seelow-Gusow;BGSW;VBB;6;6;Brandenburg;Ost;4,66;3,44;26,18
5795;Seelze Pbf;HS;RH;4;5;Niedersachsen;Nord;5,12;2,75;46,29
5796;Seerhausen;DSRH;VVO;6;6;Sachsen;Südost;2,9;2,37;18,28
5797;Seesen;HSSN;ZGB;5;5;Niedersachsen;Nord;3,59;2,75;23,4
5798;Seeshaupt;MSE;BEG;6;6;Bayern;Süd;3,34;2,01;39,82
5800;Sehlem (Kr Wittlich);SSE;ZVRP Nord;6;6;Rheinland-Pfalz;Mitte;2,2;1,47;33,18
5802;Sehnde;HSEN;RH;5;6;Niedersachsen;Nord;4,88;2,61;46,52
5808;Seifhennersdorf;DSFH;RH;5;6;Sachsen;Südost;4,88;2,37;51,43
5809;Seitschen;DSEN;ZVON;6;6;Sachsen;Südost;3,99;2,37;40,6
5810;Selb Nord;NSN;BEG;7;6;Bayern;Süd;2,41;2,01;16,6
5811;Selb Stadt;NSS;BEG;7;6;Bayern;Süd;2,41;2,01;16,6
5812;Selb-Plößberg;NSP;BEG;7;6;Bayern;Süd;2,41;2,01;16,6
5813;Selbitz;NSLZ;BEG;6;6;Bayern;Süd;3,34;2,01;39,82
5814;Seligenstadt (b Würzburg);NSLI;BEG;6;6;Bayern;Süd;3,34;2,01;39,82
5815;Seligenstadt (Hess);FSEL;RMV;6;5;Hessen;Mitte;3,13;2,37;24,28
5818;Selm (Kr Lüdinghausen);ESEM;NWL;7;6;Nordrhein-Westfalen;West;3,42;2,79;18,42
5819;Selm-Beifang;ESEB;NWL;6;6;Nordrhein-Westfalen;West;4,1;2,79;31,95
5820;Seltendorf;USEL;NVS;7;6;Thüringen;Südost;3,34;1,78;46,71
5822;Senden;MSED;BEG;5;5;Bayern;Süd;3,17;2,32;26,81
5823;Senftenberg;BSN;VBB;5;5;Brandenburg;Ost;4,08;6,95;–70,34
5824;Sennelager;ESEL;NWL;6;6;Nordrhein-Westfalen;West;4,1;2,79;31,95
5825;Sennestadt;ESES;NWL;6;6;Nordrhein-Westfalen;West;4,1;2,79;31,95
5826;Sennfeld;TSE;NVBW;6;6;Baden-Württemberg;Südwest;2,93;2,03;30,72
5829;Serrig;SSER;ZVRP Nord;6;6;Rheinland-Pfalz;Mitte;2,2;1,47;33,18
5830;Sersheim;TSER;NVBW;5;5;Baden-Württemberg;Südwest;3,49;2,31;33,81
5831;Seubersdorf;NSF;BEG;5;6;Bayern;Süd;3,17;2,01;36,59
5832;Seulberg;FSG;RMV;5;4;Hessen;Mitte;2,83;1,85;34,63
5833;Seulbitz;NSE;BEG;7;6;Bayern;Süd;2,41;2,01;16,6
5835;Seybothenreuth;NSYB;BEG;6;6;Bayern;Süd;3,34;2,01;39,82
5836;Siebeldingen-Birkweiler;RSIB;ZPNV Süd;7;6;Rheinland-Pfalz;Mitte;1,76;1,47;16,48
5837;Siebenbrunn;DSBR;ZPNV Süd;7;6;Sachsen;Südost;1,76;2,37;–34,66
