Bad Berka,7,Bad Berka,"{'type': 'Point', 'coordinates': [11.28155, 50.896138]}"
Bad Berka Zeughausplatz,7,Bad Berka,"{'type': 'Point', 'coordinates': [11.280095, 50.900441]}"
Bad Berleburg,6,Bad Berleburg,"{'type': 'Point', 'coordinates': [8.394109, 51.051197]}"
Bad Bevensen,5,Bad Bevensen,"{'type': 'Point', 'coordinates': [10.574141, 53.078247]}"
Bad Blankenburg (Thüringerw),6,Bad Blankenburg (Thür),"{'type': 'Point', 'coordinates': [11.275498, 50.682648]}"
Bad Bodendorf,6,Sinzig,"{'type': 'Point', 'coordinates': [7.217217, 50.556266]}"
Bad Bodenteich,7,Bad Bodenteich,"{'type': 'Point', 'coordinates': [10.673371, 52.834275]}"
Bad Brambach,6,Bad Brambach,"{'type': 'Point', 'coordinates': [12.311414, 50.217587]}"
Bad Breisig,5,Bad Breisig,"{'type': 'Point', 'coordinates': [7.304564, 50.504218]}"
Bad Camberg,5,Bad Camberg,"{'type': 'Point', 'coordinates': [8.255036, 50.296433]}"
Bad Doberan,5,Bad Doberan,"{'type': 'Point', 'coordinates': [11.905335, 54.100004]}"
Bad Driburg (Westf),6,Bad Driburg,"{'type': 'Point', 'coordinates': [9.03081, 51.730323]}"
Bad Dürkheim,4,Bad Dürkheim,"{'type': 'Point', 'coordinates': [8.170701, 49.460633]}"
Bad Dürkheim-Trift,6,Bad Dürkheim,"{'type': 'Point', 'coordinates': [8.193072, 49.466416]}"
Bad Dürrenberg,6,Bad Dürrenberg,"{'type': 'Point', 'coordinates': [12.071053, 51.305165]}"
Bad Elster,7,Bad Elster,"{'type': 'Point', 'coordinates': [12.256286, 50.296672]}"
Bad Ems,5,Bad Ems,"{'type': 'Point', 'coordinates': [7.728637, 50.327652]}"
Bad Ems West,6,Bad Ems,"{'type': 'Point', 'coordinates': [7.706039, 50.330694]}"
Bad Endorf (Oberbay),4,Bad Endorf ,"{'type': 'Point', 'coordinates': [12.301558, 47.905066]}"
Bad Fallingbostel,5,Fallingbostel,"{'type': 'Point', 'coordinates': [9.700233, 52.862925]}"
Bad Freienwalde (Oder),7,Bad Freienwalde,"{'type': 'Point', 'coordinates': [14.035751, 52.789933]}"
Bad Friedrichshall Hbf,3,Bad Friedrichshall,"{'type': 'Point', 'coordinates': [9.199771, 49.231571]}"
Bad Friedrichshall-Kochendorf,6,Bad Friedrichshall,"{'type': 'Point', 'coordinates': [9.21098471, 49.2185642]}"
Bad Gandersheim,6,Bad Gandersheim,"{'type': 'Point', 'coordinates': [10.020236, 51.86737]}"
Bad Griesbach,6,Bad Griesbach,"{'type': 'Point', 'coordinates': [8.230569, 48.448618]}"
Bad Grönenbach,6,Bad Grönenbach,"{'type': 'Point', 'coordinates': [10.253715, 47.882468]}"
Bad Harzburg,3,Bad Harzburg,"{'type': 'Point', 'coordinates': [10.555444, 51.888116]}"
Bad Hersfeld,3,Bad Hersfeld,"{'type': 'Point', 'coordinates': [9.716182, 50.869632]}"
Bad Holzhausen,6,Preußisch Oldendorf,"{'type': 'Point', 'coordinates': [8.545854, 52.289097]}"
Bad Homburg,3,Bad Homburg,"{'type': 'Point', 'coordinates': [8.620624, 50.219904]}"
Bad Honnef (Rhein),5,Bad Honnef,"{'type': 'Point', 'coordinates': [7.219533, 50.639772]}"
Bad Hönningen,4,Bad Hönningen,"{'type': 'Point', 'coordinates': [7.310871, 50.513676]}"
Bad Karlshafen,7,Bad Karlshafen,"{'type': 'Point', 'coordinates': [9.44571, 51.64627]}"
Bad Kissingen,5,Bad Kissingen,"{'type': 'Point', 'coordinates': [10.079885, 50.191547]}"
Bad Kleinen,4,Bad Kleinen,"{'type': 'Point', 'coordinates': [11.466925, 53.766974]}"
Bad Kohlgrub,7,Bad Kohlgrub,"{'type': 'Point', 'coordinates': [11.058204, 47.668006]}"
Bad Kohlgrub Kurhaus,7,Bad Kohlgrub,"{'type': 'Point', 'coordinates': [11.039181, 47.670213]}"
Bad König,6,Bad König,"{'type': 'Point', 'coordinates': [9.001539, 49.738577]}"
Bad König-Zell,7,Bad König,"{'type': 'Point', 'coordinates': [8.994116, 49.720326]}"
Bad Kösen,5,Bad Kösen,"{'type': 'Point', 'coordinates': [11.718274, 51.130742]}"
Bad Köstritz,6,Bad Köstritz,"{'type': 'Point', 'coordinates': [12.028452, 50.93159]}"
Bad Kötzting,6,Kötzting,"{'type': 'Point', 'coordinates': [12.851892, 49.17292]}"
Bad Kreuznach,3,Bad Kreuznach,"{'type': 'Point', 'coordinates': [7.866435, 49.842399]}"
Bad Krozingen,4,Bad Krozingen,"{'type': 'Point', 'coordinates': [7.697632, 47.919721]}"
