Emmendingen,8001771,4,Emmendingen,"{'type': 'Point', 'coordinates': [7.847511, 48.119454]}"
Emmerich,8001773,4,Emmerich,"{'type': 'Point', 'coordinates': [6.25648, 51.834175]}"
Emsdetten,8001782,4,Emsdetten,"{'type': 'Point', 'coordinates': [7.531528, 52.17675]}"
Endersbach,8001785,4,Weinstadt,"{'type': 'Point', 'coordinates': [9.370228, 48.813153]}"
Engen,8001790,4,Engen ,"{'type': 'Point', 'coordinates': [8.772786, 47.856347]}"
Erbach (Württ),8001820,4,Erbach (Württ),"{'type': 'Point', 'coordinates': [9.894833, 48.325902]}"
Erftstadt,8003671,4,Erftstadt,"{'type': 'Point', 'coordinates': [6.832955, 50.807093]}"
Erfurt Hbf,8010101,2,Erfurt,"{'type': 'Point', 'coordinates': [11.038499, 50.972551]}"
Erkelenz,8001839,4,Erkelenz,"{'type': 'Point', 'coordinates': [6.32172, 51.076564]}"
Erkner,8013477,3,Erkner,"{'type': 'Point', 'coordinates': [13.7522435, 52.4275606]}"
Erlangen,8001844,3,Erlangen,"{'type': 'Point', 'coordinates': [11.0016382, 49.5958303]}"
Erzhausen,8001864,4,Erzhausen,"{'type': 'Point', 'coordinates': [8.650807, 49.950731]}"
Erzingen (Baden),8001865,4,Klettgau,"{'type': 'Point', 'coordinates': [8.430123, 47.659541]}"
Eschhofen,8001883,4,Limburg a. d. Lahn,"{'type': 'Point', 'coordinates': [8.10492, 50.393586]}"
Eschweiler Hbf,8001886,4,Eschweiler,"{'type': 'Point', 'coordinates': [6.251937, 50.813532]}"
Essen Hbf,8000098,1,Essen,"{'type': 'Point', 'coordinates': [7.014793, 51.451355]}"
Essen Stadtwald,8001896,4,Essen,"{'type': 'Point', 'coordinates': [7.023296, 51.422853]}"
Essen West,8001898,4,Essen,"{'type': 'Point', 'coordinates': [6.979798, 51.454497]}"
Essen-Frohnhausen,8001906,4,Essen,"{'type': 'Point', 'coordinates': [6.965285, 51.455113]}"
Essen-Steele,8000099,4,Essen,"{'type': 'Point', 'coordinates': [7.075552, 51.450684]}"
Essen-Steele Ost,8001913,4,Essen,"{'type': 'Point', 'coordinates': [7.088561, 51.444201]}"
Esslingen (Neckar),8001920,3,Esslingen am Neckar,"{'type': 'Point', 'coordinates': [9.30008, 48.73881]}"
Esslingen-Mettingen,8001921,3,Esslingen am Neckar,"{'type': 'Point', 'coordinates': [9.27583, 48.747083]}"
Esslingen-Zell,8006642,4,Esslingen am Neckar,"{'type': 'Point', 'coordinates': [9.359389, 48.724328]}"
Esting,8001996,4,Esting,"{'type': 'Point', 'coordinates': [11.317322, 48.212196]}"
Etelsen,8001924,4,Langwedel,"{'type': 'Point', 'coordinates': [9.123745, 52.999203]}"
Euskirchen,8000100,3,Euskirchen,"{'type': 'Point', 'coordinates': [6.792193, 50.65776]}"
Eutingen im Gäu,8000101,4,Eutingen im Gäu,"{'type': 'Point', 'coordinates': [8.782236, 48.479952]}"
Evershagen,8011523,4,Rostock,"{'type': 'Point', 'coordinates': [12.068507, 54.123552]}"
Falkenberg (Elster),8010103,3,Falkenberg (Elster),"{'type': 'Point', 'coordinates': [13.247685, 51.58362]}"
Fellbach,8001974,3,Fellbach,"{'type': 'Point', 'coordinates': [9.269978, 48.820049]}"
Feucht,8001978,3,Feucht,"{'type': 'Point', 'coordinates': [11.204207, 49.381947]}"
Finnentrop,8000102,4,Finnentrop,"{'type': 'Point', 'coordinates': [7.964563, 51.173048]}"
Flensburg,8000103,3,Flensburg,"{'type': 'Point', 'coordinates': [9.436526, 54.774039]}"
Flöha,8010108,4,Flöha,"{'type': 'Point', 'coordinates': [13.075152, 50.854355]}"
Flörsheim (Main),8002013,4,Flörsheim (Main),"{'type': 'Point', 'coordinates': [8.431013, 50.017211]}"
Flughafen Köln/Bonn,8003330,3,Köln,"{'type': 'Point', 'coordinates': [7.119302, 50.878901]}"
Flughafen Leipzig/Halle,8012183,3,Schkeuditz,"{'type': 'Point', 'coordinates': [12.223426, 51.423338]}"
Flughafen München,8004168,4,Oberding,"{'type': 'Point', 'coordinates': [11.78597, 48.353728]}"
Flughafen München Besucherpark,8004167,4,Freising,"{'type': 'Point', 'coordinates': [11.764185, 48.352095]}"
Forchheim (Oberfr),8002024,4,Forchheim (Oberfr),"{'type': 'Point', 'coordinates': [11.069859, 49.71707]}"
Frankenthal Hbf,8000332,4,Frankenthal,"{'type': 'Point', 'coordinates': [8.349702, 49.535567]}"
Frankenthal-Süd,8002025,4,Frankenthal,"{'type': 'Point', 'coordinates': [8.349558, 49.522649]}"
Frankfurt (Main) Flughafen Regionalbahnhof,8070004,3,Frankfurt am Main,"{'type': 'Point', 'coordinates': [8.571251, 50.051219]}"
Frankfurt (Main) Galluswarte,8006690,4,Frankfurt am Main,"{'type': 'Point', 'coordinates': [8.64472, 50.10403]}"
Frankfurt (Main) Hauptwache,8006692,3,Frankfurt am Main,"{'type': 'Point', 'coordinates': [8.678947, 50.113926]}"
Frankfurt (Main) Hbf,8000105,1,Frankfurt am Main,"{'type': 'Point', 'coordinates': [8.663789, 50.107145]}"
Frankfurt (Main) Konstablerwache,8004429,3,Frankfurt am Main,"{'type': 'Point', 'coordinates': [8.687098, 50.114623]}"
Frankfurt (Main) Lokalbahnhof,8002038,4,Frankfurt am Main,"{'type': 'Point', 'coordinates': [8.693025, 50.102171]}"
Frankfurt (Main) Mühlberg,8002034,4,Frankfurt am Main,"{'type': 'Point', 'coordinates': [8.701504, 50.101609]}"
Frankfurt (Main) Niederrad,8002050,3,Frankfurt am Main,"{'type': 'Point', 'coordinates': [8.637075, 50.081283]}"
Frankfurt (Main) Ostendstraße,8002058,3,Frankfurt am Main,"{'type': 'Point', 'coordinates': [8.696987, 50.112562]}"
Frankfurt (Main) Sportfeld,8002040,3,Frankfurt am Main,"{'type': 'Point', 'coordinates': [8.633247, 50.068228]}"
Frankfurt (Main) Stresemannallee,8002059,4,Frankfurt am Main,"{'type': 'Point', 'coordinates': [8.671248, 50.094438]}"
Frankfurt (Main) Süd,8002041,2,Frankfurt am Main,"{'type': 'Point', 'coordinates': [8.686457, 50.099365]}"
Frankfurt (Main) Taunusanlage,8006691,3,Frankfurt am Main,"{'type': 'Point', 'coordinates': [8.668864, 50.113565]}"
Frankfurt (Main) West,8002042,3,Frankfurt am Main,"{'type': 'Point', 'coordinates': [8.639335, 50.118864]}"
Frankfurt (Oder),8010113,3,Frankfurt (Oder),"{'type': 'Point', 'coordinates': [14.546496, 52.336416]}"
Frankfurt am Main Flughafen Fernbahnhof,8070003,3,Frankfurt am Main,"{'type': 'Point', 'coordinates': [8.570185, 50.053167]}"
Frankfurt am Main Messe,8079632,4,Frankfurt am Main,"{'type': 'Point', 'coordinates': [8.643374, 50.112004]}"
Frankfurt am Main Stadion,8002040,3,Frankfurt am Main,"{'type': 'Point', 'coordinates': [8.633247, 50.068228]}"
Frankfurt-Frankfurter Berg,8002044,4,Frankfurt am Main,"{'type': 'Point', 'coordinates': [8.676551, 50.170266]}"
Frankfurt-Griesheim,8002046,4,Frankfurt am Main,"{'type': 'Point', 'coordinates': [8.606394, 50.094334]}"
Frankfurt-Höchst,8000106,3,Frankfurt am Main,"{'type': 'Point', 'coordinates': [8.54237, 50.102634]}"
Frankfurt-Louisa,8002047,4,Frankfurt am Main,"{'type': 'Point', 'coordinates': [8.670369, 50.083956]}"
Frankfurt-Rödelheim,8002052,3,Frankfurt am Main,"{'type': 'Point', 'coordinates': [8.607026, 50.124615]}"
Freiberg (Sachs),8010115,4,Freiberg ,"{'type': 'Point', 'coordinates': [13.344141, 50.908725]}"
Freiburg (Breisgau) Hbf,8000107,2,Freiburg,"{'type': 'Point', 'coordinates': [7.84117, 47.997697]}"
Freilassing,8000108,3,Freilassing,"{'type': 'Point', 'coordinates': [12.977193, 47.836916]}"
Freinsheim,8000374,4, Freinsheim,"{'type': 'Point', 'coordinates': [8.205192, 49.501493]}"
Freising,8002078,3,Freising,"{'type': 'Point', 'coordinates': [11.744539, 48.395195]}"
Freital-Deuben,8011569,4,Freital,"{'type': 'Point', 'coordinates': [13.646432, 50.999358]}"
Friedberg (Hess),8000111,3,Friedberg (Hessen),"{'type': 'Point', 'coordinates': [8.762056, 50.332606]}"
Friedenau,8089058,4,Berlin,"{'type': 'Point', 'coordinates': [13.341388, 52.470586]}"
Friedrichsberg (S-Bahn),8002106,4,Hamburg,"{'type': 'Point', 'coordinates': [10.057433, 53.576328]}"
Friedrichsdorf (Taunus),8002108,4,Friedrichsdorf (Taunus),"{'type': 'Point', 'coordinates': [8.644776, 50.25249]}"
Friedrichsfelde Ost,8089059,4,Berlin,"{'type': 'Point', 'coordinates': [13.520254, 52.514169]}"
Friedrichshafen Stadt,8000112,3,Friedrichshafen,"{'type': 'Point', 'coordinates': [9.4739, 47.653224]}"
Fröndenberg,8000113,4,Fröndenberg (Ruhr),"{'type': 'Point', 'coordinates': [7.762198, 51.471254]}"
Fulda,8000115,2,Fulda,"{'type': 'Point', 'coordinates': [9.683977, 50.554723]}"
Fürstenfeldbruck,8002141,4,Fürstenfeldbruck,"{'type': 'Point', 'coordinates': [11.262148, 48.171656]}"
Fürstenwalde (Spree),8010120,4,Fürstenwalde (Spree),"{'type': 'Point', 'coordinates': [14.05964, 52.366858]}"
Fürth (Bay) Hbf,8000114,2,Fürth,"{'type': 'Point', 'coordinates': [10.989988, 49.469707]}"
Garmisch-Partenkirchen,8002187,3,Garmisch-Partenkirchen,"{'type': 'Point', 'coordinates': [11.097013, 47.491452]}"
Gau Algesheim,8000375,4,Gau Algesheim,"{'type': 'Point', 'coordinates': [8.016065, 49.961432]}"
Gauting,8002198,4,Gauting,"{'type': 'Point', 'coordinates': [11.376146, 48.070658]}"
Geislingen (Steige),8002218,4,Geislingen (Steige),"{'type': 'Point', 'coordinates': [9.841941, 48.619358]}"
Geithain,8010122,4,Geithain,"{'type': 'Point', 'coordinates': [12.697455, 51.058217]}"
Gelnhausen,8000117,4,Gelnhausen,"{'type': 'Point', 'coordinates': [9.189278, 50.196343]}"
Gelsenkirchen Hbf,8000118,2,Gelsenkirchen,"{'type': 'Point', 'coordinates': [7.102455, 51.504903]}"
Geltendorf,8000119,3,Geltendorf,"{'type': 'Point', 'coordinates': [11.0374552, 48.1059912]}"
Gemünden (Main),8000120,4,Gemünden (Main),"{'type': 'Point', 'coordinates': [9.699894, 50.050018]}"
Gengenbach,8002235,4,Gengenbach,"{'type': 'Point', 'coordinates': [8.010192, 48.404659]}"
Genthin,8010123,4,Genthin,"{'type': 'Point', 'coordinates': [12.157103, 52.40322]}"
Georgensgmünd,8002237,4,Georgensgmünd,"{'type': 'Point', 'coordinates': [11.0161758, 49.1833514]}"
Gera Hbf,8010125,3,Gera,"{'type': 'Point', 'coordinates': [12.077092, 50.883421]}"
Germering-Unterpfaffenhofen,8006006,4,Germering,"{'type': 'Point', 'coordinates': [11.364023, 48.12887]}"
Gernlinden,8002247,4,Maisach,"{'type': 'Point', 'coordinates': [11.300378, 48.212765]}"
Gerolstein,8000123,4,Gerolstein,"{'type': 'Point', 'coordinates': [6.660372, 50.224006]}"
Gießen,8000124,2,Gießen,"{'type': 'Point', 'coordinates': [8.661462, 50.579059]}"
Gifhorn,8000185,4,Gifhorn,"{'type': 'Point', 'coordinates': [10.545284, 52.456155]}"
Gladbeck West,8000125,4,Gladbeck,"{'type': 'Point', 'coordinates': [6.976389, 51.574922]}"
Glauchau (Sachs),8010129,3,Glauchau ,"{'type': 'Point', 'coordinates': [12.548646, 50.828524]}"
Göppingen,8000127,3,Göppingen,"{'type': 'Point', 'coordinates': [9.651969, 48.700027]}"
Görlitz,8010131,3,Görlitz,"{'type': 'Point', 'coordinates': [14.97908, 51.146767]}"
Goslar,8000130,4,Goslar,"{'type': 'Point', 'coordinates': [10.421436, 51.911573]}"
Gößnitz,8010134,4,Gößnitz,"{'type': 'Point', 'coordinates': [12.429301, 50.8932]}"
Gotha,8010136,3,Gotha,"{'type': 'Point', 'coordinates': [10.712568, 50.93907]}"
Göttingen,8000128,2,Göttingen,"{'type': 'Point', 'coordinates': [9.926072, 51.536815]}"
Graben-Neudorf,8000131,3,Graben-Neudorf,"{'type': 'Point', 'coordinates': [8.49063, 49.161797]}"
Gräfelfing,8002339,4,Gräfelfing,"{'type': 'Point', 'coordinates': [11.425571, 48.119774]}"
Grafing Bahnhof,8002347,3,Grafing,"{'type': 'Point', 'coordinates': [11.940423, 48.043226]}"
Greifswald,8010139,4,Greifswald,"{'type': 'Point', 'coordinates': [13.370262, 54.092923]}"
Greifswalder Straße,8089011,4,Berlin,"{'type': 'Point', 'coordinates': [13.439561, 52.54002]}"
Greven,8002369,3,Greven,"{'type': 'Point', 'coordinates': [7.599341, 52.089829]}"
Grevenbroich,8000133,4,Grevenbroich,"{'type': 'Point', 'coordinates': [6.580447, 51.093701]}"
Griebnitzsee,8011695,4,Potsdam,"{'type': 'Point', 'coordinates': [13.1287265, 52.3944323]}"
Gröbenzell,8002377,4,Gröbenzell,"{'type': 'Point', 'coordinates': [11.374107, 48.194919]}"
Gronsdorf,8002383,4,Haar,"{'type': 'Point', 'coordinates': [11.698619, 48.118401]}"
Groß Gerau-Dornberg,8002386,3,Groß Gerau-Dornberg,"{'type': 'Point', 'coordinates': [8.494709, 49.912279]}"
Groß Karben,8002388,4,Karben,"{'type': 'Point', 'coordinates': [8.753528, 50.23184]}"
Großkorbetha,8010146,4,Großkorbetha,"{'type': 'Point', 'coordinates': [12.022171, 51.267318]}"
Gruiten,8000138,4,Haan-Gruiten,"{'type': 'Point', 'coordinates': [7.010546, 51.214559]}"
Grunbach,8002448,4,Remshalden,"{'type': 'Point', 'coordinates': [9.420029, 48.81036]}"
Grünstadt,8000137,4,Grünstadt,"{'type': 'Point', 'coordinates': [8.167962, 49.564384]}"
Günzburg,8000139,3,Günzburg,"{'type': 'Point', 'coordinates': [10.2792621, 48.4605626]}"
Gunzenhausen,8000385,4,Gunzenhausen,"{'type': 'Point', 'coordinates': [10.755463, 49.120444]}"
Güstrow,8010153,3,Güstrow,"{'type': 'Point', 'coordinates': [12.172836, 53.800597]}"
Gütersloh Hbf,8002461,3,Gütersloh,"{'type': 'Point', 'coordinates': [8.385071, 51.906941]}"
Haar,8002491,4,Haar b. München,"{'type': 'Point', 'coordinates': [11.73115, 48.111413]}"
Hackescher Markt,8089017,4,Berlin,"{'type': 'Point', 'coordinates': [13.402364, 52.522622]}"
Hagen Hbf,8000142,2,Hagen,"{'type': 'Point', 'coordinates': [7.460249, 51.362747]}"
Halberstadt,8010157,3,Halberstadt,"{'type': 'Point', 'coordinates': [11.073452, 51.899309]}"
Halle (Saale) Hbf,8010159,2,Halle ,"{'type': 'Point', 'coordinates': [11.987085, 51.477509]}"
Halle-Neustadt,8010160,4,Halle,"{'type': 'Point', 'coordinates': [11.920632, 51.480056]}"
Halstenbek (S-Bahn),8002545,4,Halstenbek,"{'type': 'Point', 'coordinates': [9.839092, 53.630377]}"
Haltern (Westf),8000145,4,Haltern am See,"{'type': 'Point', 'coordinates': [7.184366, 51.737668]}"
Haltern am See,8000145,4,Haltern am See,"{'type': 'Point', 'coordinates': [7.184366, 51.737668]}"
Hamburg Airport (Flughafen),8002547,4,Hamburg,"{'type': 'Point', 'coordinates': [10.006646, 53.63235]}"
Hamburg Dammtor,8002548,2,Hamburg,"{'type': 'Point', 'coordinates': [9.989566, 53.560751]}"
Hamburg Hbf,8002549,1,Hamburg,"{'type': 'Point', 'coordinates': [10.006909, 53.552736]}"
Hamburg-Altona,8002553,1,Hamburg,"{'type': 'Point', 'coordinates': [9.935175, 53.552695]}"
Hamburg-Bergedorf,8002554,3,Hamburg,"{'type': 'Point', 'coordinates': [10.206171, 53.489832]}"
Hamburg-Harburg,8000147,2,Hamburg,"{'type': 'Point', 'coordinates': [9.991701, 53.455908]}"
Hamburg-Neugraben,8002557,3,Hamburg,"{'type': 'Point', 'coordinates': [9.852048, 53.474143]}"
Hamburg-Rahlstedt,8002558,4,Hamburg,"{'type': 'Point', 'coordinates': [10.154396, 53.604857]}"
Hamburg-Tonndorf,8006197,4,Hamburg,"{'type': 'Point', 'coordinates': [10.12305, 53.586385]}"
Hamburg-Wandsbek,8002560,4,Hamburg-Marienthal,"{'type': 'Point', 'coordinates': [10.077224, 53.569971]}"
Hameln,8000148,3,Hameln,"{'type': 'Point', 'coordinates': [9.375906, 52.10185]}"
Hamm (Westf),8000149,2,Hamm ,"{'type': 'Point', 'coordinates': [7.807821, 51.678078]}"
Hammerbrook (S-Bahn),8004266,4,Hamburg,"{'type': 'Point', 'coordinates': [10.02361, 53.54661]}"
Hanau Hbf,8000150,2,Hanau,"{'type': 'Point', 'coordinates': [8.929, 50.120953]}"
Hannover–Ledeburg,8079097,4,Hannover,"{'type': 'Point', 'coordinates': [9.691117, 52.408787]}"
Hannover–Vinnhorst,8006089,4,Hannover,"{'type': 'Point', 'coordinates': [9.707729, 52.424043]}"
Hannover Bismarckstraße,8002580,4,Hannover,"{'type': 'Point', 'coordinates': [9.769728, 52.356456]}"
Hannover Hbf,8000152,1,Hannover,"{'type': 'Point', 'coordinates': [9.741021, 52.376761]}"
Hannover Karl-Wiechert-Allee,8070086,4,Hannover,"{'type': 'Point', 'coordinates': [9.808116, 52.374417]}"
Hannover-Flughafen,8002589,4,Langenhagen,"{'type': 'Point', 'coordinates': [9.699105, 52.458725]}"
Hannover-Linden,8002586,4,Hannover,"{'type': 'Point', 'coordinates': [9.723114, 52.352636]}"
Hannover-Messe / Laatzen,8003487,4,Laatzen,"{'type': 'Point', 'coordinates': [9.792863, 52.316899]}"
Hannover-Nordstadt,8079095,4,Hannover,"{'type': 'Point', 'coordinates': [9.717763, 52.393845]}"
Harburg Rathaus (S-Bahn),8004267,3,Hamburg,"{'type': 'Point', 'coordinates': [9.980463, 53.460694]}"
Hasselbrook (S-Bahn),8002628,4,Hamburg,"{'type': 'Point', 'coordinates': [10.056129, 53.564711]}"
Haßloch (Pfalz),8002632,4,Haßloch,"{'type': 'Point', 'coordinates': [8.253396, 49.371956]}"
Haste (Han),8002634,4,Haste,"{'type': 'Point', 'coordinates': [9.389097, 52.379656]}"
Hausach,8000333,4,Hausach,"{'type': 'Point', 'coordinates': [8.181665, 48.284924]}"
Heide (Holst),8000155,3,Heide,"{'type': 'Point', 'coordinates': [9.101029, 54.193563]}"
Heidelberg Hbf,8000156,2,Heidelberg,"{'type': 'Point', 'coordinates': [8.675442, 49.403567]}"
Heidelberg Karlstor,8002685,4,Heidelberg,"{'type': 'Point', 'coordinates': [8.720887, 49.415237]}"
Heidelberg-Altstadt,8002685,4,Heidelberg,"{'type': 'Point', 'coordinates': [8.720887, 49.415237]}"
Heidelberg-Kirchheim/Rohrbach,8002686,4,Heidelberg-Kirchheim,"{'type': 'Point', 'coordinates': [8.675383, 49.379389]}"
Heidelberg-Pfaffengrund/Wieblingen,8002687,4,Heidelberg-Wieblingen,"{'type': 'Point', 'coordinates': [8.64157, 49.411929]}"
Heidelberger Platz,8089112,4,Berlin,"{'type': 'Point', 'coordinates': [13.312018, 52.479972]}"
Heidenau,8010163,4,Heidenau,"{'type': 'Point', 'coordinates': [13.857887, 50.981859]}"
Heidenheim,8002689,4,Heidenheim,"{'type': 'Point', 'coordinates': [10.156642, 48.68017]}"
Heilbad Heiligenstadt,8011849,4,Heilbad Heiligenstadt ,"{'type': 'Point', 'coordinates': [10.1245183, 51.3773156]}"
Heilbronn Hbf,8000157,2,Heilbronn,"{'type': 'Point', 'coordinates': [9.207715, 49.143306]}"
Heiligensee,8089025,4,Berlin,"{'type': 'Point', 'coordinates': [13.229278, 52.624586]}"
Heimfeld (S-Bahn),8006749,4,Hamburg,"{'type': 'Point', 'coordinates': [9.963187, 53.465481]}"
Helmstedt,8000159,4,Helmstedt,"{'type': 'Point', 'coordinates': [11.010553, 52.222086]}"
Hennef (Sieg),8002753,4,Hennef (Sieg),"{'type': 'Point', 'coordinates': [7.284592, 50.773332]}"
Hennigsdorf (b Berlin),8013483,3,Hennigsdorf,"{'type': 'Point', 'coordinates': [13.2053357, 52.6382034]}"
Herborn (Dillkr),8000161,4,Herborn,"{'type': 'Point', 'coordinates': [8.30814, 50.684405]}"
Herford,8000162,2,Herford,"{'type': 'Point', 'coordinates': [8.663643, 52.119609]}"
Hermannstraße,8089105,4,Berlin,"{'type': 'Point', 'coordinates': [13.431313, 52.46751]}"
Herne,8000164,3,Herne,"{'type': 'Point', 'coordinates': [7.21783, 51.543652]}"
Herrenberg,8002785,3,Herrenberg,"{'type': 'Point', 'coordinates': [8.862662, 48.593991]}"
Hersbruck (rechts Pegnitz),8002794,4,Hersbruck,"{'type': 'Point', 'coordinates': [11.423826, 49.510073]}"
Herzogenrath,8002806,3,Herzogenrath,"{'type': 'Point', 'coordinates': [6.094486, 50.870916]}"
Hilden,8000388,4,Hilden ,"{'type': 'Point', 'coordinates': [6.922006, 51.16702]}"
Hildesheim Hbf,8000169,2,Hildesheim,"{'type': 'Point', 'coordinates': [9.953497, 52.160626]}"
Hirschhorn (Neckar),8002857,4,Hirschhorn (Neckar),"{'type': 'Point', 'coordinates': [8.896055, 49.442668]}"
Hochkamp (S-Bahn),8002873,4,Hamburg,"{'type': 'Point', 'coordinates': [9.842076, 53.56137]}"
Hochspeyer,8002875,4,Hochspeyer,"{'type': 'Point', 'coordinates': [7.904244, 49.443993]}"
Hockenheim,8002883,4,Hockenheim,"{'type': 'Point', 'coordinates': [8.537385, 49.317414]}"
Hof Hbf,8002924,3,Hof,"{'type': 'Point', 'coordinates': [11.923067, 50.307743]}"
Hofgeismar,8002933,4,Hofgeismar,"{'type': 'Point', 'coordinates': [9.395461, 51.499186]}"
Hofheim (Taunus),8002935,4,Hofheim (Taunus),"{'type': 'Point', 'coordinates': [8.443842, 50.084471]}"
Hoheneichen (S-Bahn),8002946,4,Hamburg,"{'type': 'Point', 'coordinates': [10.067648, 53.635478]}"
Hohenzollerndamm,8089108,4,Berlin,"{'type': 'Point', 'coordinates': [13.300257, 52.488556]}"
Holstenstraße (S-Bahn),8002550,4,Hamburg,"{'type': 'Point', 'coordinates': [9.949741, 53.561762]}"
Holzkirchen,8002980,3,Holzkirchen,"{'type': 'Point', 'coordinates': [11.697234, 47.884384]}"
Holzminden,8000391,4,Holzminden,"{'type': 'Point', 'coordinates': [9.453743, 51.820268]}"
Homburg (Saar) Hbf,8000176,3,Homburg (Saar),"{'type': 'Point', 'coordinates': [7.337035, 49.328082]}"
Hoppegarten (Mark),8080750,4,Hoppegarten,"{'type': 'Point', 'coordinates': [13.672956, 52.518122]}"
Horb,8000177,3,Horb,"{'type': 'Point', 'coordinates': [8.688982, 48.441471]}"
Horrem,8000178,3,Kerpen,"{'type': 'Point', 'coordinates': [6.713497, 50.916249]}"
Hückelhoven-Baal,8000677,4,Hückelhoven-Baal,"{'type': 'Point', 'coordinates': [6.274149, 51.033457]}"
Hude,8000522,4,Hude,"{'type': 'Point', 'coordinates': [8.460956, 53.109429]}"
Humboldthain,8089018,4,Berlin,"{'type': 'Point', 'coordinates': [13.379277, 52.544795]}"
Hürth-Kalscheuren,8003160,4,Hürth-Kalscheuren,"{'type': 'Point', 'coordinates': [6.910223, 50.875671]}"
Husum,8000181,3,Husum,"{'type': 'Point', 'coordinates': [9.055026, 54.472271]}"
Ibbenbüren,8003036,4,Ibbenbüren,"{'type': 'Point', 'coordinates': [7.721486, 52.276867]}"
Idar-Oberstein,8003040,4,Idar-Oberstein,"{'type': 'Point', 'coordinates': [7.32123, 49.699368]}"
Immendingen,8000182,4,Immendingen,"{'type': 'Point', 'coordinates': [8.729536, 47.936007]}"
Immenstadt,8003065,4,Immenstadt,"{'type': 'Point', 'coordinates': [10.213999, 47.559203]}"
Ingelheim,8003075,4,Ingelheim,"{'type': 'Point', 'coordinates': [8.053716, 49.976277]}"
Ingolstadt Hbf,8000183,2,Ingolstadt,"{'type': 'Point', 'coordinates': [11.437337, 48.744541]}"
Ingolstadt Nord,8003076,3,Ingolstadt,"{'type': 'Point', 'coordinates': [11.4322495, 48.7736902]}"
Innsbrucker Platz,8089106,4,Berlin,"{'type': 'Point', 'coordinates': [13.342197, 52.478084]}"
Ismaning,8003092,4,Ismaning,"{'type': 'Point', 'coordinates': [11.679489, 48.226012]}"
Itzehoe,8003102,3,Itzehoe,"{'type': 'Point', 'coordinates': [9.510287, 53.923873]}"
Jannowitzbrücke,8089019,4,Berlin,"{'type': 'Point', 'coordinates': [13.419347, 52.51427]}"
Jena Paradies,8011956,3,Jena,"{'type': 'Point', 'coordinates': [11.587461, 50.924856]}"
Jena West,8011957,3,Jena,"{'type': 'Point', 'coordinates': [11.577848, 50.923286]}"
Jena-Göschwitz,8010133,4,Jena,"{'type': 'Point', 'coordinates': [11.593537, 50.883942]}"
Jungfernheide,8011167,4,Berlin,"{'type': 'Point', 'coordinates': [13.299437, 52.530276]}"
Jungfernstieg (S-Bahn),8003137,4,Hamburg,"{'type': 'Point', 'coordinates': [9.993883, 53.552194]}"
Jüterbog,8010182,4,Jüterbog,"{'type': 'Point', 'coordinates': [13.054353, 51.997509]}"
Kahl (Main),8003143,4,Kahl (Main),"{'type': 'Point', 'coordinates': [9.005468, 50.07687]}"
Kaiserslautern Hbf,8000189,2,Kaiserslautern,"{'type': 'Point', 'coordinates': [7.768716, 49.436137]}"
Kamen,8003168,4,Kamen,"{'type': 'Point', 'coordinates': [7.661, 51.585224]}"
Karlsruhe Hbf,8000191,1,Karlsruhe,"{'type': 'Point', 'coordinates': [8.402181, 48.993515]}"
Karlsruhe-Durlach,8003184,3,Karlsruhe,"{'type': 'Point', 'coordinates': [8.462822, 49.002328]}"
Karlstadt (Main),8003189,4,Karlstadt (Main),"{'type': 'Point', 'coordinates': [9.768148, 49.962899]}"
Karthaus,8000402,4,Konz,"{'type': 'Point', 'coordinates': [6.596854, 49.71034]}"
Kassel Hbf,8000193,2,Kassel,"{'type': 'Point', 'coordinates': [9.489501, 51.31826]}"
Kassel-Wilhelmshöhe,8003200,2,Kassel,"{'type': 'Point', 'coordinates': [9.446898, 51.313114]}"
Kaufbeuren,8000194,4,Kaufbeuren,"{'type': 'Point', 'coordinates': [10.629496, 47.875432]}"
Kaufering,8000195,4,Kaufering,"{'type': 'Point', 'coordinates': [10.854595, 48.080835]}"
Kehl,8003218,4,Kehl,"{'type': 'Point', 'coordinates': [7.806556, 48.576658]}"
Keitum,8003222,4,Sylt/ OT Keitum,"{'type': 'Point', 'coordinates': [8.368969, 54.888814]}"
Kempten (Allgäu) Hbf,8000197,3,Kempten ,"{'type': 'Point', 'coordinates': [10.31761, 47.711745]}"
Kettwig,8000198,4,Essen,"{'type': 'Point', 'coordinates': [6.953747, 51.363375]}"
Kiefersfelden,8003249,4,Kiefersfelden,"{'type': 'Point', 'coordinates': [12.190473, 47.609907]}"
Kiel Hbf,8000199,2,Kiel,"{'type': 'Point', 'coordinates': [10.131976, 54.314985]}"
Kirchenlaibach,8000201,4,Speichersdorf,"{'type': 'Point', 'coordinates': [11.776325, 49.869904]}"
Kirchhain (Bz Kassel),8000435,4,Kirchhain,"{'type': 'Point', 'coordinates': [8.921399, 50.823779]}"
Kirchheim (Teck),8003280,4,Kirchheim unter Teck,"{'type': 'Point', 'coordinates': [9.443927, 48.644258]}"
Kirchseeon,8003290,4,Kirchseeon,"{'type': 'Point', 'coordinates': [11.887255, 48.0709]}"
Kirchweyhe,8003292,4,Weyhe,"{'type': 'Point', 'coordinates': [8.847236, 52.983765]}"
Kissing,8003299,4,Kissing,"{'type': 'Point', 'coordinates': [10.959553, 48.300922]}"
Klein Flottbek (S-Bahn),8003312,4,Hamburg,"{'type': 'Point', 'coordinates': [9.861122, 53.558169]}"
